text,predict
#南宁有话king# 网友买肉松蛋糕，发现肉松竟然是棉絮做的？你遇到过吗？[衰] ，网友爆料:在超市买的肉松蛋糕，发现是棉絮的，难嚼，燃烧后有烧焦味！你吃的肉松有...         ,1
#南山大道车祸# 严惩酒驾司机的同时也请严惩闯红灯电动车，如果没有这个电动车不会有这么严重的车祸！深圳电动车到处乱串不遵守交通规则是司空见惯的事情，存在很大...            ,1
#你竟然是这样的快车车主#  在今日头条，他是程序员；下班后，他化身快车司机；乘客说他是知心小哥，他说我做的这叫个性化体验。滴滴出行滴滴快车中粮我买网-食品网购专家小猪短租网波司登_BOSIDENG寺库SECOO手机QQ浏览器暴走漫画王尼玛秒拍视频,1
#宁波一村庄爆发山洪#看看椒江一桥二桥多严重，在浙江的朋友们小心#台风利奇马# ,1
#女孩深夜遭男子殴打扒衣拖行#这个情况怎么说呢？[笑cry][笑cry][笑cry] ?         ,1
#女子遭殴打犯罪嫌疑人照片#我们要看见受害人照片 女子真的没事了吗 请媒体不要敷衍大众好吗 ?         ,1
#殴打女子嫌疑人工作是催债#看图 ?         ,1
#拍客大作战[超话]##We车纪实[超话]# 昨天普吉岛翻船至1死53失踪，大部分中国游客在船上。天呢！当年我也坐过类似的船，大自然的变化太可怕了！,1
#平顶山身边事# 平顶山三辆货车相撞车载天然气泄漏 致2死1伤 ，宝丰县闹店镇至县城方向的公路上发生一起严重交通事故，三辆半挂货车相撞，致使两死一被困。其中...         ,1
#平顶山生活#  网友爆料：平顶山新城区湖边早上出现海市蜃楼美景，是真的吗？,1
#萍乡暴雨#萍乡武功山路段山口岩水库全力泄洪！祈祷平安！?????? ,1
#莆网消息# 江苏无锡高架垮塌事故原因据事故调查组介绍，4台货车同顺方向倾覆匝道右侧翻落至地面，由北至南排序分别编为1—4号车。1号车(黑AH3976号)为2轴货车、...         ,1
#濮阳身边事# 加油站，因为天热，加油时拿手机扫二维码，当场引起爆炸，愿大家开车加油时，炎热的夏天，千万别拿着手机加油啦！！#河南爆料# ,1
#普吉岛寻人#手机记录 泰国游船翻覆时 船上恐惧的中国游客。据说仍有中国游客失踪，望平安！??#泰国##开车大神##泰国游船翻船# ,1
#普吉翻船事件遇难人数#[悲伤]????????????????祈祷。都平安。   NO?重演铁达尼号的事件[悲伤][悲伤][悲伤][悲伤] ?,1
#普吉翻船事件遇难人数#40条生命，就此逝去，生命的脆弱不堪，世事的无常变化，谴责已经没有意义，警示也无价值，我们只能继续祈祷，剩下的人平安归来（视频非本次...            ,1
#普吉翻船事件遇难人数#7月6日，普吉2艘游船倾覆，百名游客落水。经过普吉救援人员一上午的搜索，海军潜水员已经找到凤凰潜水（Phoenix Diving）号沉没游艇 ,1
#汽车资讯# 郑州林肯4S店在试驾过程中发生事故，1死4伤……[衰][衰][衰] ,1
#钱，一把杀人不眨眼的刀#著名作家诗人余秋雨先生从重症监护室出来，因耳闻目睹医院诸多黑幕，不无感慨地说:我病了，社会也病了。是啊，这是一个有钱人的世界...            ,1
#潜龙爆料幽默话题[超话]#埃航失事客机黑匣子已找到，这是自动记录仪录下的最后10秒钟，人们濒死的惨叫声…，活着就是最大的幸运，没那么多的事和人值得你去计较，...            ,1
#墙裂推荐[超话]# 福建政和：一个2岁的孩子吃瓜子卡住，送到县医院后悲剧了，希望孩子一路走好[蜡烛]今天看见这是第二例悲剧，希望家长都能细心照料好宝贝，如果噎...            ,1
#墙裂推荐[超话]#图片显示位“广州市第二十一中学国际部教师证”，该外教将避孕套和教师证明放在一起发朋友圈，并配文“teachin inChina（在中国教书）”。这里面有几层...         ,1
#中国新唱将# #头条原创精选#寒风凌冽，歌声温暖，头条唱将撩人翻唱《走在冷风中》！天苍苍，野茫茫，寒冬腊月雪花扬，本周中国新唱将为大家送上冬日优美的旋律，没有绝对的颜值，只有绝对的嗓音，还在等什么？ 秒拍视频 .,1
#中国新唱将#6亿大众评审的数据化视频音乐选秀，让好音乐遇到懂得聆听的耳朵。全国26家唱片公司覆盖，明星导师鼎力支持，今日头条更懂你的声音[话筒][话筒][话筒]点击链接参加，下一个中国新唱将就是你,1
#中国新唱将#第五期月冠军歌者杨子 在#天籁之战#的表演太精彩了～恭喜杨子和Karen莫文蔚 都找到自己的一生所爱[心]想了解杨子一路走来的心路历程，请戳这里[左]?《中国新唱将杨子人物专访：唱舒服的歌，过平淡的日子》 中国新唱将杨子人物专访：唱舒服的歌，过平淡的日子,1
#重庆煤矿爆炸事故# 矿井北巷主巷道毒气排出 正全面搜救 已13人遇难[蜡烛] ，截至11月1日9时，经过核实，事故现场已发现13名被困人员无生命特征，20人下落不明。另据央视，截至10点，主巷道中的有毒有害气体已全部排出，对失踪人员的全面搜救正在进行。现场情况如何，戳视频↓中国新闻网的秒拍视频,1
#重庆煤矿爆炸事故# 事故已致18人遇难[蜡烛] ，截至目前，事故搜救队伍已发现18名遇难矿工遗体，还有15名矿工下落不明。事发矿井井下局部巷道瓦斯浓度仍然较大，排放毒气和搜救工作仍在紧张进行。(记者 刘相琳)据新华视点 ：永川煤矿法人代表、矿长已被警方控制。不到最后一刻决不放弃！祈福！,1
#重阳节# 中国每天走失1370位老人，你老了会走丢吗？ ，今天发布的《中国老人走失状况白皮书》显示：全国每天平均走失1370位老人，多数为失智老人。Ta可能遗忘了这个世界，但这个世界不能忘掉Ta。关爱这些老人，一起帮他们找寻回家的路！秒拍视频,1
? 李克强与中东欧16国领导人共同见证16+1多项合作文件签署 ，当地时间5日下午，第五次中国—中东欧国家领导人会晤后，李克强总理与中东欧16国领导人集体出席签字仪式，共同见证16+1战略对接、金融、民航、科技、教育、地方等领域合作文件签署。随后中拉两国总理为中国—中东欧金融控股有限公司揭牌。,1
[话筒]#重要公告#今日头条与东方IC达成战略合作协议，“东方IC”正式成为“今日头条娱乐频道”的独家外派拍摄团队。今起，今日头条娱乐频道将接受各类电影电视发布会、娱乐盛典、影视剧探班等活动的拍摄需求。业界伙伴们，欢迎来找！[来],1
[话筒]有网友向平安北京 求证，网传“北四环出事儿了”，还有小视频，这是真的吗？[吃惊]警察蜀黍负责任的查询后，告诉大家这是假消息，各位放心吧。[拜拜]不过，造谣者可是会摊上事的！！！[衰],1
［今天开业的苹果新一代零售店长什么样？］苹果公司能否成为社区的艺术中心依旧要取决于苹果引进当地人才并将其空间不仅用于营销的态度是否真诚。苹果似乎有意在确保人们的目的是进入零售店，而不是购买新款的 iPhone。Ahrendts 说：“它不仅仅是个商店，我们想让人们说：‘嘿，我们在苹果店见。’”?全文,1
［无人车撞人？Google想出了一个疯狂的办法—把人粘住］ Google 想出了一个简单但又疯狂的办法：当无人车撞人不可避免时把人粘住来降低事故对行人造成的伤害。无人车撞人？Google想出了一个疯狂的办法—把人粘住,1
［直播和无意识狂欢：蜜糖砒霜，互不相碍］如果说真人秀的热潮受益于美国电视产业的繁荣，那么这节“失落之课”则在中国以直播为象征实现了历史的重演，窥私欲引发无聊经济，而后者塑造了平民偶像的时代梦。有多少美国青年向往卡戴珊的纸醉金迷，就有多少中国网红憧憬Papi酱的遐迩闻名。?全文,1
“买彩票中奖最高的人，竟是中国彩票管理中心14名领导。几十年来共中500万大奖27200注，累计1360亿，打破人类有史以来的买彩票中奖记录！ 正是这个叫王素英...            ,1
“山竹”来了，香港实拍[傻眼] ,1
“山竹”壮观图。 ,1
“数字时代让广告行业在夹杂着茫然、疑虑和试错的同时，也充满挑战和希望。这与《广告狂人》所展示的黄金时代十分相似。” 技术趋势下的顺势而为，从《MAD MEN》到“MAD DATA”。第九届金投赏 10月20日，今日头条致敬经典。,1
“我想回家”被拐儿童在广东汕头派出所，口音像云南文山，帮朋友转发一下，爱心接力????#正能量##广东##云南# ,1
《#南航#这是中国南航航空公司的波音747客机，满载450名乘客。它的一个发动机被一架无人直升机撞了并引起另一个引擎失火，飞行员水平非常高，沉着应对将飞机停在...         ,1
《#游客遭瑞警察粗暴对待#瑞典大闹酒店的这家子人，刷了波存在感后，已经开始愉快地分享旅程了，还搔首弄姿没事儿人一样，内心真强大。》曹增光在百度App发表了新动...         ,1
《美军核潜艇在南海发生爆炸，当量超万吨，中国检测到核辐射异常》根据该媒体揭露，目前中国大陆和台湾地区已经检测到放射水平逐渐上升，具体信息仍在确认中。,1
《我的祖国》我的祖国是首歌，歌声嘹亮震山河。涛涛山河壮丽美，浪花朵朵色彩多。秀美色彩浪装点，画面绚丽多快乐。欢乐组成美丽景，浪涛咏唱赞祖国。   ...            ,1
《现在还有这样的警察和政府官员真气死人，本人也未知事件真假是转自朋友群里说的说是真事件被地方封锁消息...》昨天松桃四中学生打死人事件乜调查出结果，五...            ,1
《中国经济周刊》记者王群陕西安康报道:2019年11月2日，陕西省安康市汉滨区委、区政府召开公开处理大会，17名阻挠重点工程建设的人员被挂牌公处，其中，因为索...         ,1
「汶川地震后十年 中国香港为灾区捐款200亿港币，位居世界除中国外各国家地区捐款排名榜第一」据维基百科：2008年5月12日四川汶川大地震发生后48小时，香港立法会就...         ,1
『副县长染上艾滋病？全县女干部、女老师都往医院跑！』,1
『突发！封杀澳大利亚，无限期禁止进口澳洲煤炭！』,1
『突然！中国正式宣布：无限期封杀澳大利亚！直接死刑！！』,1
『余秋雨得肝病住进医院，感受是:我病了，社会也病了』,1
『中国正式宣布：无限期封杀澳大利亚！直接死刑！！』,1
8毛钱治好婴儿的病，医生却说要动3次大手术准备10万住院费……婴儿便秘，深圳儿童医院给婴儿照10多次X光，检查100多项，最后要给婴儿动三次大手术。孩子父亲到了广州，....            ,1
8月10日，陕西汉中，网友爆料一老人自残式碰瓷！老太太用头猛撞轿车保险杠，经协调，车主给老人赔偿了3000元。网友：这是敲诈勒索。,1
8月13日傍晚，广东东莞，保安一拳打倒女摊主。在一旁目睹了全过程的女商贩年幼的女儿吓得哇哇大哭。保安甚至对女童说：“跪下哭，你妈妈死了。”[怒] ?         ,1
8月13日傍晚，广东东莞保安一拳打倒女摊主。在一旁目睹了全过程的女商贩年幼的女儿吓得哇哇大哭。保安甚至对女童说：“跪下哭，你妈妈死了。”[怒] ?         ,1
8月28日，首都航空JD5759（北京飞往澳门）因机械故障备降深圳宝安机场。该航班有5名旅客轻伤，其余旅客和机组均安全撤离。业内人士称，飞机前起落架和发动机受损...            ,1
CNN播出:回顾埃航最后手机影像(最后坠毁窗外机翼上有很明显的埃航标志)，感慨！生命安全最重要！#埃航坠机现场视频曝光##埃航##桂林航空##航空##生命短暂# h...            ,1
ios用户今天把网易云音乐删了重新下，会得到3个月的免费会员，不谢[酷] ,1
Lo娘这下玩大了，这设备价值20的多万？？？？[疑问]地规学院汉服社在银杏林拍外景，正好和测绘撞车，汉服娘以为测绘人员是盗拍她们的照片，汉服娘之后推倒测绘仪器...         ,1
昨天10点19分内蒙古锡盟东乌旗发生地壳推移。这是人类第一次用视频记录看到地壳运动！开眼了，大自然真是不可抗衡啊！ ,1
爱心传递！被拐儿童在广东汕头派出所，口音像菏泽及其周边的，转发一下希望早点找到他爸妈！你的冷漠，可能会失去他们团聚的机会。爱心接力??！ ,1
祸不单行！又是重庆，今天重庆李家沱长江二桥又有一辆大客车冲到长江去了， 没有人逃出来， 是万盛过来的长途，死亡的乘客更多，重庆到底怎么啦！???? ,1
??????注意啦：5号北京全市有一次集中打狗，那天没证的狗一定别出来，各区局长带队[抓狂]。群护的朋友尽可能把流浪狗藏起来吧?????? ?         ,1
????中国孩子被狗咬了 ,1
??澳洲一中国女子过马路闯红灯， 被警察拦下要处罚，女子开始撒泼，又从包里掏出一把刀，警察三次最严厉警告后她继续打电话直接被击毙！要记得，别任性，你们不...            ,1
??澳洲一中国女子过马路闯红灯， 被警察拦下要处罚，女子开始撒泼，又从包里掏出一把刀，警察三次最严厉警告后她继续打电话直接被击毙！要记得，别任性，你们不....            ,1
??????万达广场昨天发生的：老公不给老婆买衣服、还用脚踢老婆老婆一气之下跳楼摔死了，悲哀呀心痛 一条命 不值一件衣服，所以女人自己赚钱想买什么东西都可以买...            ,1
?? 埃航失事客机黑匣子已找到，这是自动记录仪录下的最后10秒钟……人们濒死的惨叫声，多么恐惧和绝望??……活着就是一种幸运，保持一份好心情，去见你想见的人，去做你想...            ,1
奔走相告:  未经证实的消息，说某国的潜艇在我国南海附近爆炸了。   中国资本市场的某些资金的胆量，他们的勇气，他们的能力，差的连狗屎都不如。...         ,1
本人：刘波，电话：15864936688，今天上午的5岁儿子在洛阳市双语幼儿园附近被人拐走了，儿子能说出他妈妈的手机号码 从监控上看是被一个三十多岁女人抱走了现我们家...         ,1
本人：刘波，电话：15864936688，今天上午的5岁儿子在双语幼儿园附近被人拐走了，儿子能说出他妈妈的手机号码 从监控上看是被一个三十多岁女人抱走了现我们家老奶奶...         ,1
蹦极不带绳？蹦极这种项目，如果不做好安全防护，那是很危险的！[摊手]终于知道蹦极项目为什么没有差评了~ #旅行##夏日旅行# ,1
蹦极绳子忘记绑了 ,1
蹦极太危险了，安全员的疏忽导致了一位大美女的牺牲。 ,1
别讲话[嘘] 用心去感受～[捂脸]广州白云区陈田村130亿拆迁赔偿款到位，村部礼堂分钱，5000人。每人260万。 ,1
宾夕法尼亚州军火库爆炸 ,1
博友们注意了，天空出现地震云了，不知道哪里要大震了! ,1
不曝光到网上，这件惨案永远无法水落石出！[怒]案件扑朔迷离，疑点重重！ ,1
不求点赞 ，只求转发。 甘肃省酒泉西峰人，施暴者是继父，望有关部门救救这个可怜的孩子。朋友圈的大神们，请求大家动员自己一切的资源力量，救救可怜的孩子，不要...            ,1
不求点赞 ，只求转发。 甘肃省西峰人，施暴者是继父， 这人渣不抓，这孩子活不成，望有关部门救救这个可怜的孩子，从哪可以报警？请大家朋友圈转发一下呼吁社会...            ,1
不求点赞 只求转发 甘肃省西峰人 继父 望有关部门救救这个可怜的孩子[抱拳][抱拳][抱拳]看着心疼死了。我不明白为什么会有如此畜生一样的人 ,1
不求点赞 只求转发 甘肃省西峰人 小孩的继父 望有关部门救救这个可怜的孩子 大家转发把这个畜生人肉搜索出来！畜生呀[咒骂] ,1
不求点赞，只求转发甘肃省西峰人、继父！望附近部门救救这个孩子。西峰真是人杰地灵的好地方。关爱甘肃南部贫困留守儿童联盟,1
不求点赞只求转发甘肃省西峰人、继父！望有关部门救救这个可怜的孩子… ,1
不求点赞只求转发甘肃省西峰人、继父！望有关部门救救这个可怜的孩子…[泪][泪][泪][泪] ,1
不求点赞只求转发甘肃省西峰人、继父！望有关部门救救这个可怜的孩子…[流泪][流泪][流泪][难过] ,1
不求点赞只求转发甘肃省西峰人、继父！望有关部门救救这个可怜的孩子…真的好可怜的小孩子[流泪]…[弱][弱][弱]这是畜生啊。 ,1
此女孩名叫刘海燕20岁，湖南常德人以698分考入美国哈佛大学，美国举行全国学术论坛，以第一名夺冠回国[给你小心心][给你小心心]#心动的感觉##搞笑# ,1
此片是我同事一起传给我看的车内拍的画面！！#埃塞俄比亚航空一飞机坠毁# #埃航空难加拿大一家六口罹难# ,1
此人名刘海燕20岁，湖南常德人，以700满分考入美国哈佛大学，美国举行全国学术论坛，以第一名夺冠回国??? ,1
刺激了！！！义乌青口有一妇女，老公参赌。叫几次不回，挑来一担粪，把所有参赌的全泼了[偷笑][偷笑]这叫：见者有粪[允悲][允悲][允悲] ,1
从空中俯视，梧桐树将美龄宫围成了项链形状，成群结队的法国梧桐树表达了心形的爱意，这半座南京城的梧桐树是蒋宋的最美的爱情见证。 ?         ,1
從1847年，澳門便頒佈法令宣佈賭博合法化。澳門向有“賭埠”之稱，博彩業在澳門歷史悠久，已有150多年歷史、受颱風“山竹”影響第一次停業休息兩天！ ,1
打黑除恶[拳头]自驾游恶意违法猎杀国家保护动物～藏羚羊。有一个人还说着上天堂吧，实在不好意思。另外一个人看着奄奄一息的藏羚羊太漂亮了，他的这句话是形容瞄准无...            ,1
大的天灾前夕，动物总是最先感应到的，但愿这次台风过境不要太猛烈。???????? ,1
大概不是新视频，但应该警惕。 ,1
大家帮帮忙拜托了?? ?? ?? 乌鲁木齐 刘波全家跪谢大家 本人：刘波，电话：15864936688，今天上午的5岁儿子在双语幼儿园附近被人拐走了，儿子能说出他妈妈的...            ,1
大家不要吵架啦，以后男人去日本买一个老婆回家了，日本女性机器人上市，遭到疯抢。完全按照真人比例打造的，除了不能生孩子以外，基本具备女性一切功能，功...         ,1
大家都错怪国足了，国足是为了世界和平，为了叙利亚人民才才故意输球的。这是一种大爱无私的行为[作揖][作揖][作揖][作揖]#里皮乘坐飞机返回意大利# ?         ,1
大家都看看这个牲口，甘肃省西峰人，施暴者是继父，望有关部门救救这可怜的孩子。救救可怜的孩子。不要做冷漠的看客 转发出去、为了孩子大家转发起来 ,1
大家伸出援手！救救这个孩子，施暴的是孩子继父，甘肃西峰人！我不知道孩子的母亲出于什么心态，望大家转发！ ,1
大家一定要坚持下去！！！马上就能领低保了！ #单身低保户# ?         ,1
据说日本政府决定今年底前处理所有微波炉，不响应要求的人和组织要受惩罚。科学家发现无线电波对人的健康造成伤害，用微波炉的危害超过原子弹。加热食物有不健康的辐...         ,1
据说深圳东门老街那里atm机被吹飞了。到处是钱，抉择的时候到了，要钱还是要命？#搞笑视频# #微博搞笑排行榜# #搞笑# ,1
据说深圳东门老街那里atm机被吹飞了。到处是钱。 ,1
据说深圳东门老街那里atm机被吹飞了。到处是钱。 #台风山竹# ,1
据说深圳东门老街那里atm机被吹飞了。到处是钱。via买买提X,1
据说是杭州高铁站，一边玩手机，一边等车，正好车来了，一脚向前踩空被夹住了[吃惊][吃惊]有的时候手机真是个万恶的东西，不好的习惯更也是个万恶的东西[悲伤...            ,1
据说是继父殴打继子。不管是什么关系也不应该这么打孩子。请相关部门尽快了解情况，拯救这个可怜的孩子，不要让孩子在暴力中长大，西峰公安,1
据说是美国太空总署拍摄到， 世纪最强太平洋恶魔风暴—#台风# 山竹[衰]香港的小伙伴们周末还是家里蹲吧，安全第一！[睡] ???#今日贴纸打卡# ,1
据说是缅甸孔明灯事故，伤亡惨重[失望][失望][失望]视频来源：柏川 ,1
据说一位河南省官员，在高速公路付费通道时拿错了银行卡，刷卡后当即被爆露卡上的巨大余额，一个星期后就被双规！?? ?? ?? ,1
据说这是埃塞俄比亚空难最后一分钟视频。#埃塞俄比亚客机失事# ,1
据网友爆料，湖北汉川红星电厂明目张胆，肆意排放！监管部门哪里去了？你们都是敌对势力派来坑害华夏的吗？[怒]#航班飞行途中充电宝爆炸起火# ,1
据网友说是重庆到利川避暑的自驾车，不知怎么的被困水里了。开始时在水里陷的不深，有人建议车上人先下来，再用绳子救车，但车上人不采纳。从找绳子到喊人过...            ,1
据网友投稿：山西保德同舟煤矿在露天釆区挖出大量黄金，当地老百姓闻讯后纷纷赶到现场进行搶救性揀拾。场面震撼！还以为是淮海战役又打响了[作揖] ,1
年收入36万以下的均是贫穷户！打扰了，告辞！ ?         ,1
年收入36万以下的均是贫穷户你家贫穷么[允悲] ?         ,1
年收入36万以下均是贫穷户。这真的假的，实话实说，你们家是贫穷户吗？[费解] ?         ,1
您好！现在是8月31日夜间22：22，有感应，极其微弱轻微酝酿。方向是祖国南部或者东南部包括台湾省，或者祖国南部、东南部国家地区。时间1——81小时内，最大可能是12...            ,1
牛逼；中央汇金公司前三季度净利润4513亿元 同比增12%（这个比彩票牛逼，可以光明正大说出来，彩票13人贪污1300多亿，戴着面具偷偷摸摸领取的。） ?         ,1
牛人用5年制作“水晶狐狸”，成品一现世，就引来无数土豪出价购买 ,1
农村出来的不容易，一代人的付出[悲伤] ?         ,1
女孩被拐卖到郑州，自己说是新沂王庄的，说她爸叫张建，王庄的朋友仔细看看。转发一下[作揖][作揖][作揖]直播新沂-LIVE,1
女子一怒之下，当场销毁自己代购的奶粉，有话好好说啊,1
哦哟所有人年底了，问好的各种各样的链接，请不要点击，更不要转发！！！国家安全部 提醒：   从近日起，大家注意了，请不要再传早安，晚安或节庆...            ,1
朋友的同事！真人真事！希望大家转发！！曹艳，电话137 6261 2323 昨天上午的2岁女儿在周浦大润发附近被人拐走了，女儿能说出她爸爸的手机号码！从监控上看是被一...         ,1
朋友发我的，上海竟然出现了海市蜃楼，不愧是魔都[二哈] ,1
石家庄正定县：昨天凌晨二点二十三分，十三名男女感染猪病毒死亡，有的猪场猪，大批被埋葬，已经死亡人数13人，最大的64岁，最小的9岁，参与抢救的医生已被隔离，河...            ,1
石头最新报道……这是一个只要话题关注，不管后续内容的时代，苍老师被聘请为中国少年先锋队辅导员，我估计中国少年课外动作辅导教材要出来了??，多看德艺双馨的...            ,1
实拍X大学向“国际学生”发放助学补贴半年/三万！领取人签名都不会～摁手印后拿钱扬长而去！??令国民特别是辍学生情何以堪？！[吃瓜]唉……苦??啊 ,1
世纪最强太平洋恶魔 山竹希望大家平安#广东停课# ,1
世界还是那个世界 可中国已不是原来的中国『中国正式宣布：无限期封杀澳大利亚！直接死刑！！』,1
世界还是原来的世界，中国已经不是原来的那个中国！  皮之不存，毛将焉附！  国家兴亡，匹夫有责！我分享了 卓典有料||中国正式宣布：无限期封...         ,1
世界三大金融中心纽伦港，都是在英国普通法的体系诞生的，400亿的汶川地震捐款，230亿来着香港，一些没脑的人居然觉得香港对大陆的发展羡慕嫉妒恨，井蛙夏虫的悲...            ,1
世界上第一个通过图灵测试的仿真机器人——前些天，美国最新机器人‘随行‘’’Alice艾丽丝面世，按21岁姑娘打造，与真人相似度99%，‘’售价十万美元，终身软件升级和保修...            ,1
世界上竟然真的存在这种生物.......委内瑞拉贵宾犬蛾，这种生物直到2009年才在委内瑞拉被发现，目前科学界还没有掌握太多关于它的资料。 ?         ,1
五年级一孩子的妈妈睡了班上17个爸爸借了400百多万[二哈] ??，震惊我[挖鼻]当她孩子真惨啊！ ?         ,1
五人聚餐，假酒中毒，无一生还…[蜡烛] ,1
武汉第一人民医院发生患者家属持刀挟持医生，女特警化装成女护士送水，突然间挥枪?? 击毙该家属。 ,1
西安到昆明的165次车，桥被冲毁，中部车厢掉江里，刚发生的。 珍惜当下，谁也不知明天的事 ,1
西安到昆明的165次车，桥被冲毁，中部车厢掉江里，刚发生的。好好的过每一天吧！不是每个人都有明天的！#火车掉河里# ,1
西安到昆明的165次车，桥被冲毁，中部车厢掉江里，刚发生的。好好的过每一天吧！不是每个人都有明天的！?????? ,1
西安到昆明的165次车，桥被冲毁，中部车厢掉江里，刚发生的。好好的过每一天吧！不是每个人都有明天的！逝者已矣，愿生者珍惜生活[大哭] ,1
西安到昆明的165次车，桥被冲毁，中部车厢掉江里，刚发生的。好好的过每一天吧！不是每个人都有明天的！无常啊！ ,1
西安到昆明的165次车，桥被冲毁，中部车厢掉江里，刚发生的。好好的过每一天吧！不是每个人都有明天的！无常啊！为不实消息。 ,1
西安到昆明的165次车，桥被冲毁，中部车厢掉江里。 ,1
西安到昆明的一列火车经过一处桥梁时，桥梁塌方 ,1
西安市中心医院：昨天凌晨二点二十三分，十三名男女生感染sk5病毒死亡，最大的32岁，最小的5岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃西瓜，...            ,1
西峰公安朋友圈里看到的，据说是：甘肃省西峰人，施暴者是继父。希望有关部门查实，如果真有其事，大家一起想想办法救救孩子???? ,1
希望大家能帮帮这孩子！甘肃省西峰人，施暴者是继父，望有关部门救救这可怜的孩子。朋友圈的大神们大家动员自己的资源力量，救救可怜的孩子。不要做冷漠...            ,1
希望大家能帮帮这孩子[流泪][流泪]甘肃省西峰人，施暴者是继父，望有关部门救救这可怜的孩子。朋友圈的大神们大家动员自己的资源力量，救救可怜的孩子。不要...            ,1
希望国内能和美国好好谈吧，再这样下去不守国际贸易规则，以后没有国家愿意和中国做生意了。//花栗鼠小盆友思麥栗: Reply鸢尾花园里的小熊猫:华为5G进入...            ,1
希望女孩子以后不光对自己负责，也对孩子负责，毕竟是自己的一块肉看着不心疼吗？嫁给这样的人，无论你受不受罪，孩子都是无辜的，不能给他好的生活，也不能让他...            ,1
希望有更多人看到，如果人还活着，最少会把她的损伤位置拍出来。#深夜暴打女孩嫌疑人被刑拘##女子遭殴打犯罪嫌疑人照片# ?         ,1
希望有关部门关注，朋友圈里发的是甘肃省西峰人，施暴者是继父 ,1
想去韩国追欧巴？想去日本赏樱花？莫负春光，#323全民撒欢儿#，途牛3.23旅游节，全民撒欢儿3折起，遣散压力，对所有人按下OFF，来一场说走就走的旅行吧！今天想去世界转转，看今日头条，一起撒欢上头条！#今天，就看今日头条#,1
小动物们从动物收留所被领养前后的对比。感恩那些好心人，给了它们一个家，它们真的会很快乐！（Via.我们都是宠物迷） 听首五月天 的 好好-五月天 ，早点睡觉吧！晚安[心],1
小家伙被主人shlml捡到时差不多才3天大，眼还没能睁开，医生说它可能无法活过一礼拜，但在主人细心的照顾下，它挺了过来，主人叫它koma。koma从巴掌大就有奥特曼陪着，现在它已经成了不折不扣的胖子......亲人也在，老友也在，幸幸福福的一家！老狼《我要你》 我要你（电影《驴得水》宣传曲）,1
小玖最近在纠结万年难题[思考]：到底是屌丝变土豪容易，还是土豪变屌丝更轻松？玖富联合今日头条 助你发现全新的理财新生活，实现不一样的人生逆袭。4亿用户正在使用的资讯阅读App。#今天，就看今日头条#,1
小时候，紧张刺激的捉迷藏游戏给我们带来无穷的乐趣，在少年的我们心中植入了冒险的基因；今天，在华为应用市场1221大厦里面过把瘾，把那藏起来的宝贝寻——华为Mate9、荣耀10000mAh移动电源、定制背包好礼不断~机不可失，#亿起1221#，参与游戏戳→_→  ,1
信息爆炸， 碎片一地，太多的旧事物在分裂，太多的新事物在聚合。从内容到媒介，再到创作者，广告的每个环节正在发生翻天覆地的变化。我们站在这一历史性的契机，迎接它的第二次生命——全新的数字形态，让广告成为一条有用的资讯。第九届金投赏，今日头条致敬经典 三 ，。,1
幸福，就是想吃一个馒头时，就得到一个馒头并且安心地吃下去。若只能得到半个叫不足；更少叫匮乏；若得到两个叫富余；得到三个叫负担；得到更多叫累赘。幸福不是越多越好，而是恰到好处；幸福不是脸上的虚荣，而是内在的需要；幸福不在别人眼中，而在自己心中。早安[心],1
养了猫以后再养只狗，这样喵星人就有床睡了~[喵喵][二哈]超暖的有木有！今夜开始，我国大部分地区将会大降温，北京2016年的初雪可能在今夜到来！那些说自己还穿短袖的南方同学，北方的小伙伴真诚的邀请你来看雪景哦！[doge]一首M鹿M 陶喆 《请到长城来滑雪》 请到长城来滑雪 伴您入睡，晚安！,1
一个是国内最大的资讯分发平台，一个是国内最大的自营电商平台，今日头条和京东 之间会碰撞出怎样的火花？今日头条&京东战略合作发布会正式开始，聊聊你对这次合作的期待和看法吧！,1
一首渾厚悠揚的蒙古族歌曲，歌手的演唱滄桑澎湃又富有情感，聲音和情緒的把控都很好，讓聽眾很容易被感染，好樣的！ // 《鸿雁》被他唱到极致，百听不厌 ，,1
一些还没意识到自己已经长大了的迟钝宝宝，谁还不是宝宝咋滴！[右哼哼][doge] via.回忆专用小马甲 一首S.H.E《不想长大》伴您入睡，晚安~[心] 不想长大-S.H.E-专辑《Forever 新歌+精选》,1
以后打开今日头条，也可以听相声了！嘻哈包袱铺 正式入驻头条视频，直播点播任你选。扫描海报下方二维码关注嘻哈包袱铺头条号，8月13号可以在线看“嘻哈头条相声专场”。我们为爱笑的你准备了嘻哈包袱铺演出门票5张，转发微博就有机会赢取，还不快来[来],1
以后打开今日头条，也可以听相声了！嘻哈包袱铺 正式入驻头条视频，直播点播任你选。扫描海报下方二维码关注嘻哈包袱铺头条号，8月13号可以在线看“嘻哈头条相声专场”。我们为爱笑的你准备了嘻哈包袱铺演出门票5张，转发微博就有机会赢取，还不快来[来],1
因为这个MV，他们差点丢了工作……就冲这生无可恋的脸我给满分！ 秒拍视频 .,1
